id,product_id,customer_id,rating,review_text,reviewed_at
6884,17,12915,3,"Good on most days, off-days exist.",2024-07-24
6885,260,12274,4,Reliable as always — never disappoints.,2023-10-28
6886,96,12482,2,Disappointing portion for the price.,2023-12-27
6887,41,7998,4,Fresh ingredients and prompt service.,2023-04-12
6888,206,4240,5,Reliable as always — never disappoints.,2025-06-12
6889,248,6569,2,Cold by the time it arrived.,2022-02-27
6890,169,4272,3,Fine for a quick bite.,2023-07-12
6891,236,6730,5,Five stars all around.,2024-05-13
6892,100,590,4,"Came with my team, everyone was happy.",2023-09-12
6893,96,12678,5,"Solid flavour, great portion size.",2020-05-28
6894,65,12695,4,Five stars all around.,2020-09-06
6895,191,647,5,"Came with my team, everyone was happy.",2020-04-06
6896,101,1775,4,"Came with my team, everyone was happy.",2021-08-15
6897,67,6105,5,Five stars all around.,2022-02-10
6898,265,14252,3,Decent but nothing special.,2020-06-03
6899,159,14534,2,Cold by the time it arrived.,2024-05-18
6900,262,10951,5,"Best lunch in town, no contest.",2023-09-03
6901,11,8638,3,"Standard fare, fairly priced.",2025-01-26
6902,23,9075,3,Decent but nothing special.,2023-12-06
6903,299,13176,4,"Solid flavour, great portion size.",2022-11-16
6904,242,11265,5,Fresh ingredients and prompt service.,2022-04-28
6905,88,3431,4,Absolutely loved this. Will order again.,2022-07-17
6906,176,12408,4,"Solid flavour, great portion size.",2021-08-14
6907,30,6979,4,"Solid flavour, great portion size.",2023-04-06
6908,22,1354,4,Absolutely loved this. Will order again.,2020-10-24
6909,112,127,3,"Standard fare, fairly priced.",2022-11-29
6910,170,5803,2,Not what I expected from the photos.,2022-10-31
6911,257,297,4,Absolutely loved this. Will order again.,2022-09-06
6912,300,13335,4,"Solid flavour, great portion size.",2022-04-30
6913,169,1583,4,Five stars all around.,2020-05-28
6914,116,6661,4,"Solid flavour, great portion size.",2024-02-22
6915,266,7410,5,"Came with my team, everyone was happy.",2021-12-04
6916,65,9374,5,"Best lunch in town, no contest.",2022-08-16
6917,130,2407,5,"Best lunch in town, no contest.",2025-06-16
6918,138,2879,5,Reliable as always — never disappoints.,2025-12-01
6919,246,9324,1,Disappointing portion for the price.,2022-09-03
6920,108,13414,5,Fresh ingredients and prompt service.,2024-07-05
6921,168,14990,4,"Best lunch in town, no contest.",2021-01-17
6922,215,7045,3,Fine for a quick bite.,2023-03-09
6923,25,11878,5,"Best lunch in town, no contest.",2025-05-09
6924,223,9488,5,Five stars all around.,2023-11-19
6925,25,5692,3,Average — would order again only if nearby.,2021-11-07
6926,236,5438,5,"Came with my team, everyone was happy.",2024-11-30
6927,25,4025,3,"Standard fare, fairly priced.",2024-09-25
6928,135,10968,5,"Came with my team, everyone was happy.",2025-10-25
6929,164,8300,4,Fresh ingredients and prompt service.,2022-11-04
6930,216,9925,3,"Good on most days, off-days exist.",2024-11-05
6931,34,2979,4,Five stars all around.,2022-04-17
6932,252,11709,3,"Standard fare, fairly priced.",2025-10-10
6933,24,120,4,Reliable as always — never disappoints.,2025-02-21
6934,225,124,2,"Slow service, mediocre food.",2020-09-17
6935,17,11970,1,"Slow service, mediocre food.",2021-07-27
6936,46,2346,4,"Best lunch in town, no contest.",2020-02-24
6937,259,9681,4,Five stars all around.,2021-12-20
6938,154,14693,5,"Solid flavour, great portion size.",2025-07-13
6939,149,7123,5,Five stars all around.,2025-11-20
6940,168,8182,3,Fine for a quick bite.,2024-09-22
6941,259,10291,3,"Standard fare, fairly priced.",2022-10-21
6942,148,11824,4,Fresh ingredients and prompt service.,2020-03-05
6943,180,2648,2,Cold by the time it arrived.,2023-08-22
6944,250,8022,3,Average — would order again only if nearby.,2024-07-31
6945,159,11643,1,Cold by the time it arrived.,2020-04-29
6946,219,900,3,Decent but nothing special.,2020-10-05
6947,59,14177,3,Average — would order again only if nearby.,2022-10-16
6948,39,13114,4,Reliable as always — never disappoints.,2022-11-02
6949,68,8278,5,Fresh ingredients and prompt service.,2023-07-03
6950,19,230,5,"Solid flavour, great portion size.",2021-11-26
6951,252,11553,3,Fine for a quick bite.,2023-03-11
6952,42,4631,3,Decent but nothing special.,2023-09-26
6953,283,98,5,Absolutely loved this. Will order again.,2022-07-28
6954,260,14459,3,"Standard fare, fairly priced.",2021-12-31
6955,184,11192,4,Fresh ingredients and prompt service.,2023-07-25
6956,164,6018,4,Fresh ingredients and prompt service.,2022-11-09
6957,122,5916,4,"Came with my team, everyone was happy.",2022-08-21
6958,17,12967,3,Decent but nothing special.,2020-01-29
6959,51,2903,4,Absolutely loved this. Will order again.,2023-12-19
6960,85,12909,4,"Solid flavour, great portion size.",2023-12-09
6961,95,7189,5,Fresh ingredients and prompt service.,2020-11-09
6962,135,14214,1,Skipped my dietary request.,2021-11-14
6963,197,10389,4,"Best lunch in town, no contest.",2023-05-11
6964,168,6971,3,"Standard fare, fairly priced.",2024-12-17
6965,255,9934,5,"Came with my team, everyone was happy.",2025-03-28
6966,197,3894,4,"Best lunch in town, no contest.",2023-09-15
6967,221,9438,4,Five stars all around.,2023-02-03
6968,140,7424,4,"Solid flavour, great portion size.",2024-08-21
6969,93,7862,5,Reliable as always — never disappoints.,2021-01-25
6970,231,6824,5,"Best lunch in town, no contest.",2022-11-14
6971,274,13397,5,Fresh ingredients and prompt service.,2023-05-04
6972,154,8588,1,Not what I expected from the photos.,2025-09-15
6973,293,2668,5,Reliable as always — never disappoints.,2021-06-28
6974,182,7803,5,Five stars all around.,2023-10-30
6975,292,13662,5,Fresh ingredients and prompt service.,2024-12-08
6976,215,11809,4,Absolutely loved this. Will order again.,2023-03-13
6977,5,3862,5,"Came with my team, everyone was happy.",2022-01-07
6978,89,7055,5,Five stars all around.,2021-04-13
6979,56,3816,3,Fine for a quick bite.,2025-03-08
6980,117,10870,5,Reliable as always — never disappoints.,2025-11-26
6981,241,5241,5,"Came with my team, everyone was happy.",2022-11-27
6982,298,13490,5,Fresh ingredients and prompt service.,2025-04-05
6983,209,10183,5,Absolutely loved this. Will order again.,2020-03-20
6984,56,4569,4,Fresh ingredients and prompt service.,2024-06-27
6985,231,281,2,Disappointing portion for the price.,2021-07-06
6986,196,3663,4,"Best lunch in town, no contest.",2024-01-15
6987,211,10510,2,Skipped my dietary request.,2022-08-03
6988,40,5188,4,Fresh ingredients and prompt service.,2025-10-27
6989,76,4929,5,Absolutely loved this. Will order again.,2022-05-31
6990,138,6678,4,Reliable as always — never disappoints.,2020-10-04
6991,272,4420,4,Five stars all around.,2024-12-01
6992,178,4567,5,Five stars all around.,2025-05-31
6993,85,13571,1,Cold by the time it arrived.,2022-02-04
6994,69,14158,5,"Best lunch in town, no contest.",2024-02-19
6995,251,126,2,Skipped my dietary request.,2024-10-14
6996,71,4246,4,Fresh ingredients and prompt service.,2021-11-19
6997,290,537,5,Fresh ingredients and prompt service.,2023-09-11
6998,52,11180,3,"Good on most days, off-days exist.",2020-10-09
6999,266,4210,4,"Best lunch in town, no contest.",2025-03-16
7000,148,3583,4,"Best lunch in town, no contest.",2022-06-02
7001,121,9753,1,"Slow service, mediocre food.",2025-06-06
7002,71,1210,1,Disappointing portion for the price.,2022-03-15
7003,167,8272,2,Cold by the time it arrived.,2024-05-29
7004,252,13088,3,Fine for a quick bite.,2024-04-30
7005,110,7230,3,"Good on most days, off-days exist.",2025-12-06
7006,1,2653,5,"Best lunch in town, no contest.",2023-10-18
7007,285,11148,4,"Solid flavour, great portion size.",2021-05-10
7008,130,6172,1,Not what I expected from the photos.,2022-07-07
7009,135,1362,2,Not what I expected from the photos.,2025-09-16
7010,208,4635,4,"Came with my team, everyone was happy.",2021-02-15
7011,29,3355,5,Five stars all around.,2022-06-14
7012,181,7284,4,Five stars all around.,2022-08-17
7013,195,5315,5,"Came with my team, everyone was happy.",2023-11-14
7014,173,14022,4,"Solid flavour, great portion size.",2022-12-16
7015,115,4427,5,"Best lunch in town, no contest.",2020-07-07
7016,286,5577,4,Fresh ingredients and prompt service.,2024-05-10
7017,109,5588,4,"Best lunch in town, no contest.",2021-10-18
7018,165,800,5,Absolutely loved this. Will order again.,2020-09-28
7019,99,5402,5,"Best lunch in town, no contest.",2024-03-07
7020,117,14624,4,Absolutely loved this. Will order again.,2024-12-07
7021,198,4616,5,Reliable as always — never disappoints.,2024-08-15
7022,276,5708,5,"Came with my team, everyone was happy.",2024-11-20
7023,163,413,2,"Slow service, mediocre food.",2022-01-12
7024,32,823,5,Five stars all around.,2023-11-02
7025,79,7290,5,Fresh ingredients and prompt service.,2020-09-12
7026,42,3644,5,Five stars all around.,2024-08-25
7027,214,13874,3,Fine for a quick bite.,2024-09-30
7028,21,13168,3,Fine for a quick bite.,2021-10-22
7029,183,8286,3,Decent but nothing special.,2025-12-28
7030,3,1726,2,Disappointing portion for the price.,2022-04-06
7031,139,13238,5,Fresh ingredients and prompt service.,2025-12-01
7032,276,655,5,Fresh ingredients and prompt service.,2023-11-22
7033,298,13065,3,Decent but nothing special.,2025-12-08
7034,211,10079,5,Fresh ingredients and prompt service.,2022-06-13
7035,7,9526,5,"Solid flavour, great portion size.",2020-09-29
7036,139,13046,5,Reliable as always — never disappoints.,2023-06-10
7037,298,8632,4,Absolutely loved this. Will order again.,2024-06-10
7038,66,13003,5,Fresh ingredients and prompt service.,2020-10-28
7039,174,4188,5,"Solid flavour, great portion size.",2023-09-21
7040,81,14161,5,Absolutely loved this. Will order again.,2024-10-27
7041,231,6504,3,Average — would order again only if nearby.,2023-02-19
7042,142,6561,4,Absolutely loved this. Will order again.,2024-08-31
7043,144,10030,5,Reliable as always — never disappoints.,2025-08-16
7044,42,10799,4,Absolutely loved this. Will order again.,2025-08-31
7045,193,4066,4,Fresh ingredients and prompt service.,2024-04-12
7046,101,14539,1,Cold by the time it arrived.,2024-03-14
7047,191,13123,3,"Standard fare, fairly priced.",2021-08-06
7048,267,2662,4,Five stars all around.,2020-02-29
7049,211,926,3,"Good on most days, off-days exist.",2020-09-16
7050,267,7601,3,"Standard fare, fairly priced.",2023-11-14
7051,275,14436,2,Not what I expected from the photos.,2022-09-01
7052,220,5077,4,Fresh ingredients and prompt service.,2020-10-24
7053,173,6388,5,"Best lunch in town, no contest.",2024-04-23
7054,107,10016,5,Five stars all around.,2022-01-10
7055,160,2008,4,"Solid flavour, great portion size.",2023-12-23
7056,256,682,4,"Solid flavour, great portion size.",2020-04-21
7057,224,10543,5,Absolutely loved this. Will order again.,2020-02-02
7058,236,1741,3,Average — would order again only if nearby.,2020-08-19
7059,99,4968,4,Reliable as always — never disappoints.,2021-02-05
7060,235,2679,5,Absolutely loved this. Will order again.,2024-01-28
7061,134,2044,4,Fresh ingredients and prompt service.,2021-08-18
7062,118,2973,2,Skipped my dietary request.,2021-09-13
7063,205,9984,4,"Came with my team, everyone was happy.",2021-01-15
7064,36,10408,3,"Standard fare, fairly priced.",2021-11-15
7065,218,14450,5,"Came with my team, everyone was happy.",2024-05-30
7066,217,10543,4,"Solid flavour, great portion size.",2025-01-03
7067,14,296,5,Five stars all around.,2021-10-11
7068,212,2342,5,Five stars all around.,2022-08-17
7069,34,4887,5,"Best lunch in town, no contest.",2022-10-07
7070,35,10462,2,Disappointing portion for the price.,2024-04-30
7071,250,3178,2,Skipped my dietary request.,2021-07-30
7072,57,5037,4,Reliable as always — never disappoints.,2024-12-27
7073,171,676,5,"Best lunch in town, no contest.",2024-01-20
7074,298,14619,5,"Came with my team, everyone was happy.",2022-01-26
7075,87,4414,4,Reliable as always — never disappoints.,2025-10-17
7076,106,3957,5,Five stars all around.,2023-09-05
7077,149,12150,1,Disappointing portion for the price.,2024-04-19
7078,38,12608,5,Absolutely loved this. Will order again.,2020-02-24
7079,279,5831,2,Disappointing portion for the price.,2020-02-23
7080,30,11962,5,Absolutely loved this. Will order again.,2021-08-03
7081,268,8533,3,Decent but nothing special.,2025-06-03
7082,127,3011,5,Fresh ingredients and prompt service.,2021-05-19
7083,51,4042,3,"Standard fare, fairly priced.",2023-11-27
7084,128,10157,5,"Solid flavour, great portion size.",2025-08-28
7085,132,6855,5,"Solid flavour, great portion size.",2025-12-26
7086,270,11995,5,Fresh ingredients and prompt service.,2021-07-08
7087,143,4864,4,Reliable as always — never disappoints.,2025-07-27
7088,286,14349,3,"Good on most days, off-days exist.",2025-06-06
7089,163,13829,5,Fresh ingredients and prompt service.,2023-12-01
7090,46,5622,5,Reliable as always — never disappoints.,2025-05-05
7091,182,10965,4,"Best lunch in town, no contest.",2020-10-27
7092,80,416,2,Disappointing portion for the price.,2022-01-27
7093,250,11607,3,"Good on most days, off-days exist.",2024-03-23
7094,229,2365,4,Five stars all around.,2020-01-02
7095,16,2136,5,Reliable as always — never disappoints.,2024-04-18
7096,198,1390,1,Disappointing portion for the price.,2025-09-16
7097,63,6955,5,Absolutely loved this. Will order again.,2023-04-01
7098,105,2274,5,Absolutely loved this. Will order again.,2020-07-18
7099,156,13216,4,"Best lunch in town, no contest.",2025-01-25
7100,297,3302,5,Fresh ingredients and prompt service.,2021-02-27
7101,164,40,4,"Came with my team, everyone was happy.",2023-07-27
7102,92,7932,2,Not what I expected from the photos.,2020-11-12
7103,89,14313,3,Fine for a quick bite.,2022-05-27
7104,49,13781,4,"Solid flavour, great portion size.",2024-02-27
7105,66,12458,5,Absolutely loved this. Will order again.,2021-03-11
7106,203,12129,4,"Solid flavour, great portion size.",2021-11-14
7107,114,13233,3,Fine for a quick bite.,2025-05-08
7108,23,4799,4,Fresh ingredients and prompt service.,2024-02-16
7109,129,9699,4,Reliable as always — never disappoints.,2020-03-25
7110,28,9007,4,"Came with my team, everyone was happy.",2020-12-27
7111,77,5410,5,Five stars all around.,2020-02-19
7112,12,7837,5,Reliable as always — never disappoints.,2021-01-05
7113,249,9671,2,Skipped my dietary request.,2023-08-27
7114,205,1905,4,"Came with my team, everyone was happy.",2023-10-05
7115,175,8989,4,Fresh ingredients and prompt service.,2020-09-26
7116,115,7019,4,Fresh ingredients and prompt service.,2022-07-14
7117,261,5792,4,"Solid flavour, great portion size.",2023-08-21
7118,194,13968,5,Five stars all around.,2020-07-26
7119,19,6832,4,"Came with my team, everyone was happy.",2022-07-27
7120,227,13013,5,"Came with my team, everyone was happy.",2020-04-04
7121,16,10400,4,"Best lunch in town, no contest.",2023-02-02
7122,290,3564,5,Reliable as always — never disappoints.,2023-06-21
7123,120,4250,4,"Came with my team, everyone was happy.",2023-03-19
7124,58,14116,3,"Good on most days, off-days exist.",2023-11-17
7125,66,7081,4,"Solid flavour, great portion size.",2020-07-04
7126,292,11222,5,"Solid flavour, great portion size.",2020-12-09
7127,4,14392,5,"Solid flavour, great portion size.",2024-11-11
7128,195,13113,5,"Solid flavour, great portion size.",2025-06-20
7129,29,8281,5,Fresh ingredients and prompt service.,2021-02-27
7130,297,3236,3,Fine for a quick bite.,2022-05-02
7131,84,3982,5,Five stars all around.,2021-07-21
7132,1,7173,4,Fresh ingredients and prompt service.,2023-01-02
7133,239,10865,4,"Best lunch in town, no contest.",2020-07-08
7134,154,11065,5,Reliable as always — never disappoints.,2023-02-25
7135,2,7040,4,"Solid flavour, great portion size.",2025-05-16
7136,76,14826,1,Skipped my dietary request.,2025-12-20
7137,30,6141,5,Five stars all around.,2025-10-01
7138,196,13833,5,"Best lunch in town, no contest.",2023-07-04
7139,140,7639,5,Absolutely loved this. Will order again.,2025-07-17
7140,46,9482,3,Average — would order again only if nearby.,2023-04-11
7141,127,10610,4,"Best lunch in town, no contest.",2023-03-09
7142,201,3023,4,"Solid flavour, great portion size.",2023-01-04
7143,95,2927,4,"Came with my team, everyone was happy.",2023-03-04
7144,145,11271,5,"Solid flavour, great portion size.",2022-02-02
7145,200,6490,5,Absolutely loved this. Will order again.,2022-08-26
7146,16,1687,5,Absolutely loved this. Will order again.,2022-05-10
7147,175,10012,5,"Solid flavour, great portion size.",2020-08-04
7148,40,2624,5,Five stars all around.,2023-10-14
7149,78,7440,4,Five stars all around.,2024-11-06
7150,266,9352,4,Reliable as always — never disappoints.,2024-07-24
7151,276,2623,5,"Came with my team, everyone was happy.",2024-02-13
7152,176,5837,4,"Solid flavour, great portion size.",2020-08-17
7153,287,2960,4,Fresh ingredients and prompt service.,2023-10-07
7154,52,10399,4,Five stars all around.,2022-04-04
7155,192,6884,3,Fine for a quick bite.,2021-11-25
7156,275,8693,4,"Solid flavour, great portion size.",2022-04-26
7157,216,12794,3,Decent but nothing special.,2020-05-22
7158,267,14303,4,Five stars all around.,2023-04-08
7159,267,8834,3,Fine for a quick bite.,2024-07-17
7160,199,13675,3,"Standard fare, fairly priced.",2020-04-29
7161,300,12555,4,"Solid flavour, great portion size.",2024-05-13
7162,177,14321,3,Fine for a quick bite.,2025-07-28
7163,95,10577,3,"Standard fare, fairly priced.",2020-02-16
7164,294,4980,3,Average — would order again only if nearby.,2022-11-02
7165,213,989,5,"Came with my team, everyone was happy.",2022-05-30
7166,139,11821,2,Skipped my dietary request.,2023-03-31
7167,175,10851,3,Decent but nothing special.,2022-06-29
7168,58,10734,4,"Solid flavour, great portion size.",2025-04-12
7169,133,6864,3,"Good on most days, off-days exist.",2024-11-11
7170,10,217,4,"Best lunch in town, no contest.",2020-05-10
7171,252,7486,5,Reliable as always — never disappoints.,2024-06-17
7172,166,8039,5,Five stars all around.,2020-12-22
7173,82,1023,5,"Solid flavour, great portion size.",2024-11-17
7174,46,14145,4,Five stars all around.,2024-02-23
7175,117,3658,4,"Solid flavour, great portion size.",2023-08-11
7176,135,8374,5,Fresh ingredients and prompt service.,2021-06-30
7177,101,11900,5,Reliable as always — never disappoints.,2023-04-02
7178,21,6472,4,"Came with my team, everyone was happy.",2024-03-24
7179,260,4996,3,"Standard fare, fairly priced.",2021-10-04
7180,45,11294,4,Reliable as always — never disappoints.,2024-03-08
7181,93,8226,2,Not what I expected from the photos.,2025-03-18
7182,131,8248,4,"Best lunch in town, no contest.",2022-08-19
7183,297,342,5,"Best lunch in town, no contest.",2022-01-12
7184,61,10729,5,"Came with my team, everyone was happy.",2022-12-05
7185,147,2975,1,Disappointing portion for the price.,2021-08-18
7186,290,141,5,Five stars all around.,2023-05-31
7187,100,4931,3,Average — would order again only if nearby.,2024-01-29
7188,276,5289,4,Absolutely loved this. Will order again.,2024-08-15
7189,209,8455,5,"Came with my team, everyone was happy.",2022-12-27
7190,62,13353,4,Five stars all around.,2022-10-08
7191,27,2923,2,Skipped my dietary request.,2024-02-17
7192,150,3463,5,"Best lunch in town, no contest.",2023-02-18
7193,102,7837,4,Absolutely loved this. Will order again.,2021-07-23
7194,52,9492,4,"Best lunch in town, no contest.",2024-08-01
7195,89,3868,1,Not what I expected from the photos.,2025-06-16
7196,263,2444,5,Fresh ingredients and prompt service.,2020-02-03
7197,280,5365,2,Skipped my dietary request.,2022-11-14
7198,202,11926,5,"Solid flavour, great portion size.",2022-09-03
7199,40,13466,3,Fine for a quick bite.,2020-05-19
7200,63,14518,5,"Came with my team, everyone was happy.",2020-07-22
7201,5,10942,5,"Best lunch in town, no contest.",2025-05-12
7202,249,4727,5,"Best lunch in town, no contest.",2024-02-11
7203,164,7053,3,Fine for a quick bite.,2023-12-25
7204,227,5995,5,"Solid flavour, great portion size.",2020-11-25
7205,219,9281,1,Skipped my dietary request.,2024-03-01
7206,193,14106,4,Fresh ingredients and prompt service.,2021-08-02
7207,76,13884,3,Fine for a quick bite.,2020-03-20
7208,193,10229,2,Disappointing portion for the price.,2020-04-24
7209,151,1266,1,Cold by the time it arrived.,2022-08-18
7210,256,4102,3,"Good on most days, off-days exist.",2020-09-13
7211,232,11018,2,"Slow service, mediocre food.",2025-10-15
7212,99,14239,5,"Came with my team, everyone was happy.",2025-06-02
7213,82,2090,3,Average — would order again only if nearby.,2021-09-19
7214,258,2023,5,Absolutely loved this. Will order again.,2025-09-30
7215,233,258,5,Absolutely loved this. Will order again.,2021-02-14
7216,180,1116,1,Not what I expected from the photos.,2022-04-10
7217,130,6359,4,"Came with my team, everyone was happy.",2024-10-07
7218,138,1421,5,Reliable as always — never disappoints.,2025-05-08
7219,270,2626,5,Five stars all around.,2023-03-22
7220,49,1334,2,Not what I expected from the photos.,2024-12-22
7221,195,2755,5,Absolutely loved this. Will order again.,2022-05-15
7222,57,13972,5,"Solid flavour, great portion size.",2024-04-24
7223,117,7992,4,Absolutely loved this. Will order again.,2025-04-03
7224,194,7055,5,Five stars all around.,2020-06-19
7225,65,14711,4,"Came with my team, everyone was happy.",2023-06-23
7226,164,13348,4,Absolutely loved this. Will order again.,2024-02-23
7227,147,11158,5,"Came with my team, everyone was happy.",2025-12-13
7228,21,14832,4,Five stars all around.,2021-02-21
7229,256,7254,5,Five stars all around.,2020-09-06
7230,56,8703,4,Five stars all around.,2020-01-11
7231,58,10580,5,Reliable as always — never disappoints.,2020-01-25
7232,62,6657,5,Absolutely loved this. Will order again.,2022-04-08
7233,18,13349,3,Average — would order again only if nearby.,2022-05-18
7234,210,1029,5,Absolutely loved this. Will order again.,2023-03-08
7235,163,9645,5,Fresh ingredients and prompt service.,2023-11-18
7236,244,2013,4,Reliable as always — never disappoints.,2024-01-27
7237,270,13080,4,Reliable as always — never disappoints.,2023-01-27
7238,2,10884,5,"Best lunch in town, no contest.",2020-04-28
7239,152,9351,5,Absolutely loved this. Will order again.,2020-04-30
7240,293,5425,5,Five stars all around.,2020-01-27
7241,53,12610,5,"Came with my team, everyone was happy.",2025-05-21
7242,94,3293,3,Decent but nothing special.,2020-11-04
7243,19,4287,4,Fresh ingredients and prompt service.,2021-12-19
7244,173,11468,5,Fresh ingredients and prompt service.,2023-08-31
7245,5,2554,2,"Slow service, mediocre food.",2024-01-03
7246,184,1916,5,Absolutely loved this. Will order again.,2024-07-28
7247,74,11654,5,"Best lunch in town, no contest.",2025-10-11
7248,73,10586,4,Absolutely loved this. Will order again.,2023-05-21
7249,96,3536,5,Reliable as always — never disappoints.,2020-09-29
7250,230,6601,4,"Came with my team, everyone was happy.",2020-08-09
7251,135,13396,5,Five stars all around.,2023-07-02
7252,120,13736,2,Skipped my dietary request.,2023-03-20
7253,76,13710,1,Skipped my dietary request.,2024-08-25
7254,105,9825,5,Reliable as always — never disappoints.,2020-07-02
7255,69,9521,5,Absolutely loved this. Will order again.,2020-02-28
7256,249,14185,4,Absolutely loved this. Will order again.,2022-01-15
7257,172,14341,5,Fresh ingredients and prompt service.,2022-04-13
7258,53,4354,4,Fresh ingredients and prompt service.,2022-01-02
7259,294,13901,5,Absolutely loved this. Will order again.,2023-08-24
7260,296,4005,3,"Standard fare, fairly priced.",2022-02-16
7261,239,12100,3,Fine for a quick bite.,2021-05-17
7262,194,1472,4,Reliable as always — never disappoints.,2022-10-28
7263,87,14204,4,Absolutely loved this. Will order again.,2022-06-12
7264,64,11681,5,Reliable as always — never disappoints.,2022-11-24
7265,148,10958,4,Reliable as always — never disappoints.,2023-05-06
7266,180,832,5,"Best lunch in town, no contest.",2020-01-11
7267,284,4756,4,Five stars all around.,2021-01-21
7268,80,13407,4,"Solid flavour, great portion size.",2020-01-21
7269,22,3522,4,Fresh ingredients and prompt service.,2020-10-19
7270,188,10418,4,"Came with my team, everyone was happy.",2021-01-05
7271,157,7312,3,Decent but nothing special.,2023-07-22
7272,153,14663,3,Average — would order again only if nearby.,2025-10-09
7273,181,2579,5,Reliable as always — never disappoints.,2024-03-29
7274,194,7209,4,Fresh ingredients and prompt service.,2022-03-16
7275,257,2202,3,Average — would order again only if nearby.,2023-02-20
7276,233,11520,5,Five stars all around.,2023-01-26
7277,255,6245,4,"Came with my team, everyone was happy.",2021-05-03
7278,219,7036,1,Cold by the time it arrived.,2023-06-23
7279,97,7679,4,Fresh ingredients and prompt service.,2022-06-04
7280,198,12365,2,Not what I expected from the photos.,2022-12-30
7281,129,1729,4,"Came with my team, everyone was happy.",2024-03-08
7282,289,1673,5,"Best lunch in town, no contest.",2024-12-25
7283,64,3939,4,"Best lunch in town, no contest.",2021-05-11
7284,23,4753,3,Average — would order again only if nearby.,2024-01-10
7285,259,10969,5,Absolutely loved this. Will order again.,2020-05-10
7286,285,3472,1,Skipped my dietary request.,2022-03-04
7287,300,5832,5,"Solid flavour, great portion size.",2021-10-07
7288,252,1650,5,Five stars all around.,2020-11-27
7289,183,12513,3,"Standard fare, fairly priced.",2021-04-28
7290,110,551,4,Reliable as always — never disappoints.,2024-02-11
7291,282,5072,4,"Solid flavour, great portion size.",2023-03-08
7292,26,944,3,Decent but nothing special.,2025-11-26
7293,122,8617,4,"Best lunch in town, no contest.",2024-08-09
7294,65,3202,4,Absolutely loved this. Will order again.,2020-11-29
7295,105,12494,5,Five stars all around.,2025-03-13
7296,186,209,3,"Standard fare, fairly priced.",2021-12-08
7297,116,6693,2,Skipped my dietary request.,2022-11-12
7298,140,9965,4,"Solid flavour, great portion size.",2025-10-13
7299,104,173,4,Reliable as always — never disappoints.,2021-07-24
7300,220,14802,4,Absolutely loved this. Will order again.,2022-05-11
7301,135,288,2,"Slow service, mediocre food.",2020-04-30
7302,264,1459,4,Reliable as always — never disappoints.,2024-02-11
7303,210,10064,4,Fresh ingredients and prompt service.,2025-03-18
7304,197,2544,1,Not what I expected from the photos.,2020-08-14
7305,284,9955,5,"Solid flavour, great portion size.",2023-01-17
7306,108,4731,3,"Good on most days, off-days exist.",2020-11-08
7307,45,1460,5,"Solid flavour, great portion size.",2020-12-29
7308,208,11103,4,"Best lunch in town, no contest.",2022-11-08
7309,152,1298,3,Average — would order again only if nearby.,2023-09-06
7310,144,5217,5,"Best lunch in town, no contest.",2023-05-07
7311,1,12324,3,Decent but nothing special.,2021-09-27
7312,15,3591,5,"Best lunch in town, no contest.",2024-07-12
7313,23,1788,5,Absolutely loved this. Will order again.,2024-06-26
7314,108,9135,4,Absolutely loved this. Will order again.,2022-09-29
7315,186,3427,1,Cold by the time it arrived.,2025-04-13
7316,222,6453,4,Reliable as always — never disappoints.,2024-09-02
7317,99,6617,4,Fresh ingredients and prompt service.,2025-04-18
7318,96,1481,4,Reliable as always — never disappoints.,2021-04-02
7319,146,2495,4,Fresh ingredients and prompt service.,2022-08-29
7320,249,14067,5,Reliable as always — never disappoints.,2023-02-06
7321,109,2228,4,Reliable as always — never disappoints.,2022-05-31
7322,134,2011,5,"Best lunch in town, no contest.",2024-07-18
7323,128,6775,2,Disappointing portion for the price.,2022-08-30
7324,30,6947,4,"Best lunch in town, no contest.",2023-09-25
7325,137,14264,5,"Solid flavour, great portion size.",2025-12-18
7326,6,7505,2,Skipped my dietary request.,2023-01-16
7327,23,9323,4,Reliable as always — never disappoints.,2022-05-29
7328,298,7819,5,Fresh ingredients and prompt service.,2020-01-26
7329,63,10270,4,"Best lunch in town, no contest.",2025-10-29
7330,89,14939,3,Decent but nothing special.,2020-03-07
7331,274,6029,5,Absolutely loved this. Will order again.,2023-09-28
7332,65,3495,5,Absolutely loved this. Will order again.,2023-11-09
7333,202,9806,2,Not what I expected from the photos.,2021-08-15
7334,167,5172,4,Fresh ingredients and prompt service.,2022-09-02
7335,182,11120,4,Fresh ingredients and prompt service.,2020-10-11
7336,270,10339,4,"Came with my team, everyone was happy.",2025-05-21
7337,118,4862,5,"Best lunch in town, no contest.",2024-07-11
7338,12,8802,3,Decent but nothing special.,2025-07-13
7339,34,7863,4,"Solid flavour, great portion size.",2025-06-20
7340,282,7216,1,Cold by the time it arrived.,2020-01-10
7341,202,5981,2,Not what I expected from the photos.,2025-03-15
7342,161,3149,4,"Solid flavour, great portion size.",2024-10-17
7343,132,3931,4,"Came with my team, everyone was happy.",2022-07-14
7344,58,9797,4,"Solid flavour, great portion size.",2022-12-01
7345,111,14808,4,"Came with my team, everyone was happy.",2021-07-23
7346,41,13439,5,"Best lunch in town, no contest.",2023-07-01
7347,148,11392,2,Not what I expected from the photos.,2022-11-28
